体系,tǐxì,Hệ thống,这个组织的体系很完善。,Hệ thống của tổ chức này rất hoàn chỉnh.
天才,tiāncái,Thiên tài,他是一个天才的音乐家。,Anh ấy là một nhạc sĩ thiên tài.
天伦之乐,tiānlún zhī lè,Niềm vui gia đình,他喜欢与家人共享天伦之乐。,Anh ấy thích tận hưởng niềm vui gia đình cùng gia đình mình.
天然气,tiānránqì,Khí thiên nhiên,天然气是一种重要的能源。,Khí tự nhiên là một nguồn năng lượng quan trọng.
天生,tiānshēng,Bẩm sinh,他天生就有音乐才能。,Anh ấy bẩm sinh đã có tài năng âm nhạc.
天堂,tiāntáng,Thiên đường,天堂是一个充满美好幻想的地方。,Thiên đường là một nơi đầy những ảo tưởng đẹp đẽ.
天文,tiānwén,Thiên văn,他对天文学充满了兴趣。,Anh ấy rất đam mê thiên văn học.
田径,tiánjìng,Điền kinh,他参加了全国田径比赛。,Anh ấy đã tham gia cuộc thi điền kinh toàn quốc.
舔,tiǎn,Liếm,小猫喜欢舔它的毛。,Con mèo con thích liếm lông của nó.
挑剔,tiāoti,"Kỹ tính, soi mói",她对食物非常挑剔。,Cô ấy rất kén chọn thức ăn.
调和,tiáohé,Điều hòa,他们的关系很调和。,Mối quan hệ của họ rất hòa hợp.
调剂,tiáojì,Điều chỉnh,他每周调剂一次药品。,Anh ấy phân chia thuốc một lần mỗi tuần.
调节,tiáojié,Điều chỉnh,我们需要调节室内温度。,Chúng ta cần điều chỉnh nhiệt độ trong phòng.
调解,tiáojiě,Hòa giải,双方通过调解达成了协议。,Hai bên đã đạt được thỏa thuận thông qua hòa giải.
条款,tiáokuǎn,Điều khoản,合同的条款需要详细阅读。,Các điều khoản của hợp đồng cần được đọc kỹ lưỡng.
条理,tiáolǐ,Trình tự,他工作很有条理。,Anh ấy làm việc rất có tổ chức.
调料,tiáoliào,Gia vị,我们需要购买一些调料。,Chúng ta cần mua một số gia vị.
条约,tiáoyuē,Hiệp ước,两国签署了和平条约。,Hai nước đã ký kết hiệp ước hòa bình.
挑拨,tiǎobō,Khiêu khích,他在背后挑拨离间。,Anh ấy xúi giục và chia rẽ ở phía sau.
挑衅,tiǎoxìn,Khiêu chiến,他们在边界挑衅。,Họ đang khiêu khích ở biên giới.
跳跃,tiàoyuè,Nhảy vọt,小鹿在草地上跳跃。,Con nai con nhảy nhót trên cánh đồng cỏ.
停泊,tíngbó,Cập bến,他们的船停泊在港口。,Thuyền của họ neo đậu ở cảng.
停顿,tíngdùn,Tạm dừng,他的演讲中有几次停顿。,Trong bài phát biểu của anh ấy có vài lần ngừng lại.
停滞,tíngzhì,Đình trệ,生产进度停滞不前。,Tiến độ sản xuất bị đình trệ.
亭子,tíngzi,"Đình, chòi",我们在公园里看到了一个亭子。,Chúng tôi đã thấy một cái đình trong công viên.
挺拔,tǐngbá,"Cao ráo, thẳng đứng",他身材挺拔，气质非凡。,Anh ấy cao ráo và có khí chất phi phàm.
通货膨胀,tōnghuò péngzhàng,Lạm phát,通货膨胀导致物价上涨。,Lạm phát dẫn đến giá cả tăng cao.
通俗,tōngsú,Thông thường,这本书用通俗易懂的语言写成。,Cuốn sách này được viết bằng ngôn ngữ dễ hiểu.
通用,tōngyòng,Phổ biến,英语是一种通用语言。,Tiếng Anh là một ngôn ngữ phổ biến.
同胞,tóngbāo,Đồng bào,他们是亲密的同胞兄弟。,Họ là anh em ruột thân thiết.
童话,tónghuà,Truyện cổ tích,童话故事充满了幻想。,Truyện cổ tích đầy sự tưởng tượng.
铜矿,tóngkuàng,Quặng đồng,这座山有丰富的铜矿资源。,Ngọn núi này có tài nguyên đồng phong phú.
同志,tóngzhì,Đồng chí,他是一个热心的同志。,Anh ấy là một đồng chí nhiệt tình.
统筹兼顾,tǒngchóu jiāngù,Tổng thể và toàn diện,我们要统筹兼顾，全面发展。,Chúng ta cần phối hợp và phát triển toàn diện.
统计,tǒngjì,Thống kê,统计数据显示，经济在增长。,Dữ liệu thống kê cho thấy kinh tế đang tăng trưởng.
统统,tǒngtǒng,Toàn bộ,这些问题我统统解决了。,Tôi đã giải quyết tất cả các vấn đề này.
投机,tóujī,"Đầu cơ, cơ hội",他的做法非常投机。,Cách làm của anh ấy rất cơ hội.
投票,tóupiào,Bỏ phiếu,我们在投票中支持他。,Chúng tôi ủng hộ anh ấy trong cuộc bỏ phiếu.
投降,tóuxiáng,Đầu hàng,战争结束后，他们被迫投降。,"Sau khi chiến tranh kết thúc, họ bị buộc phải đầu hàng."
投掷,tóuzhì,"Ném, quăng",他用力投掷了石头。,Anh ấy ném hòn đá rất mạnh.
秃,tū,Hói,他的头发开始秃了。,Tóc của anh ấy bắt đầu rụng.
突破,tūpò,Đột phá,我们需要突破瓶颈。,Chúng ta cần đột phá khỏi điểm nghẽn.
图案,tú'àn,Họa tiết,这个图案非常漂亮。,Hoa văn này rất đẹp.
徒弟,túdì,Đệ tử,他是我的徒弟。,Anh ấy là đồ đệ của tôi.
途径,tújìng,"Con đường, cách thức",我们找到了一条新的途径。,Chúng tôi đã tìm ra một con đường mới.
涂抹,túmǒ,"Bôi, quét",请不要在墙上涂抹。,Xin đừng bôi bẩn lên tường.
土壤,tǔrǎng,Đất đai,土壤中含有丰富的养分。,Đất chứa nhiều chất dinh dưỡng.
团结,tuánjié,Đoàn kết,团结就是力量。,Đoàn kết là sức mạnh.
团体,tuántǐ,Tập thể,这个团体非常活跃。,Nhóm này rất năng động.
团员,tuányuán,Đoàn viên,她是团员。,Cô ấy là thành viên của đoàn.
推测,tuīcè,Suy đoán,我们推测他可能在家。,Chúng tôi đoán rằng anh ấy có thể đang ở nhà.
推翻,tuīfān,Lật đổ,他们的政府被推翻了。,Chính phủ của họ đã bị lật đổ.
推理,tuīlǐ,Suy luận,他的推理很有道理。,Lập luận của anh ấy rất hợp lý.
推论,tuīlùn,Suy luận,这本书的推论很深刻。,Những lập luận trong cuốn sách này rất sâu sắc.
推销,tuīxiāo,Tiếp thị,他在推销他的产品。,Anh ấy đang tiếp thị sản phẩm của mình.
吞咽,tūnyàn,Nuốt,他很难吞咽食物。,Anh ấy khó nuốt thức ăn.
脱离,tuōlí,Thoát ly,我们不能脱离实际。,Chúng ta không thể xa rời thực tế.
拖延,tuōyán,"Kéo dài, trì hoãn",请不要拖延时间。,Xin đừng kéo dài thời gian.
托运,tuōyùn,Ký gửi,行李已经托运了。,Hành lý đã được gửi đi.
妥当,tuǒdàng,Thỏa đáng,这个计划很妥当。,Kế hoạch này rất thỏa đáng.
妥善,tuǒshàn,Thỏa đáng,我们需要找到妥善的解决办法。,Chúng ta cần tìm ra cách giải quyết hợp lý.
妥协,tuǒxié,Thỏa hiệp,双方达成了妥协。,Hai bên đã đạt được thỏa hiệp.
椭圆,tuǒyuán,Hình elip,地球不是一个完美的椭圆。,Trái đất không phải là một hình elip hoàn hảo.
唾沫,tuòmò,Nước bọt,他说话时总是带着唾沫。,Anh ấy luôn nói chuyện với nước bọt bay tứ tung.
挖掘,wājué,Đào bới,工人们正在挖掘隧道。,Công nhân đang đào hầm.
娃娃,wáwa,"Búp bê, em bé",她的女儿喜欢玩娃娃。,Con gái của cô ấy thích chơi búp bê.
瓦解,wǎjiě,Tan rã,他们的计划瓦解了。,Kế hoạch của họ đã tan rã.
哇,wā,Wow (thán từ),哇，你看那个！,"Oa, nhìn kìa!"
歪曲,wāiqū,Xuyên tạc,他故意歪曲事实。,Anh ấy cố tình bóp méo sự thật.
外表,wàibiǎo,Ngoại hình,她的外表很漂亮。,Vẻ bề ngoài của cô ấy rất đẹp.
外行,wàiháng,Ngoại đạo,他是一个外行。,Anh ấy là người không chuyên nghiệp.
外界,wàijiè,Thế giới bên ngoài,这个消息在外界传开了。,Tin tức này đã lan ra bên ngoài.
外向,wàixiàng,Hướng ngoại,他性格外向。,Anh ấy là người hướng ngoại.
丸,wán,"Viên, hoàn",他吃了一个小药丸。,Anh ấy đã uống một viên thuốc nhỏ.
完备,wánbèi,"Hoàn bị, đầy đủ",系统已经完备。,Hệ thống đã hoàn thiện.
完毕,wánbì,Kết thúc,任务已经完毕。,Nhiệm vụ đã hoàn thành.
顽固,wángù,Ngoan cố,他非常顽固，不愿意改变。,Anh ấy rất cố chấp và không chịu thay đổi.
玩弄,wánnòng,Trêu chọc,她喜欢玩弄别人的感情。,Cô ấy thích đùa giỡn với tình cảm của người khác.
顽强,wánqiáng,Ngoan cường,他表现得很顽强。,Anh ấy thể hiện rất kiên cường.
玩意儿,wányìr,"Đồ chơi, món đồ",这是一个新玩意儿。,Đây là một món đồ chơi mới.
挽回,wǎnhuí,Cứu vãn,我们必须挽回损失。,Chúng ta phải cứu vãn thiệt hại.
挽救,wǎnjiù,Cứu chữa,医生成功地挽救了病人的生命。,Bác sĩ đã cứu sống thành công bệnh nhân.
惋惜,wǎnxī,Tiếc nuối,我对他的去世感到非常惋惜。,Tôi rất tiếc về sự ra đi của anh ấy.
万分,wànfēn,Vô cùng,我们对他的帮助万分感激。,Chúng tôi rất biết ơn sự giúp đỡ của anh ấy.
往常,wǎngcháng,Thường ngày,他和往常一样，早早地起床了。,Anh ấy thức dậy sớm như thường lệ.
网络,wǎngluò,Mạng lưới,网络让人们更方便地获取信息。,Internet giúp mọi người lấy thông tin dễ dàng hơn.
往事,wǎngshì,Chuyện cũ,往事历历在目。,Những chuyện cũ vẫn còn rõ ràng trong tâm trí.
妄想,wàngxiǎng,Ảo tưởng,他总是妄想自己能中头奖。,Anh ấy luôn ảo tưởng rằng mình sẽ trúng giải độc đắc.
微不足道,wēibùzúdào,Không đáng kể,这个问题微不足道。,Vấn đề này không đáng kể.
威风,wēifēng,Uy phong,他的举动非常威风。,Hành động của anh ấy rất oai phong.
微观,wēiguān,Vi mô,我们需要从微观角度分析问题。,Chúng ta cần phân tích vấn đề từ góc độ vi mô.
危机,wēijī,Khủng hoảng,公司正面临财务危机。,Công ty đang đối mặt với khủng hoảng tài chính.
威力,wēilì,Uy lực,他的威力不容小觑。,Sức mạnh của anh ấy không thể xem nhẹ.
威望,wēiwàng,Uy tín,他在公司中享有很高的威望。,Anh ấy có uy tín rất cao trong công ty.
威信,wēixìn,Uy tín,他在团队中有很高的威信。,Anh ấy có uy tín rất cao trong đội.
违背,wéibèi,Trái ngược,他的行为违背了公司的规定。,Hành vi của anh ấy đã vi phạm quy định của công ty.
维持,wéichí,Duy trì,我们需要维持现状。,Chúng ta cần duy trì hiện trạng.
唯独,wéidú,"Chỉ có, duy nhất",唯独你能理解我。,Chỉ có bạn mới hiểu được tôi.
为难,wéinán,Khó xử,他感到非常为难。,Anh ấy cảm thấy rất khó xử.
为期,wéiqī,Kỳ hạn,这个项目为期三个月。,Dự án này kéo dài ba tháng.
维生素,wéishēngsù,Vitamin,多吃水果可以补充维生素。,Ăn nhiều trái cây có thể bổ sung vitamin.
为首,wéishǒu,Đứng đầu,他是这次活动的为首人物。,Anh ấy là người đứng đầu của sự kiện lần này.
维修,wéixiū,Bảo dưỡng,我们需要定期维修设备。,Chúng ta cần bảo trì thiết bị định kỳ.
委员,wěiyuán,Ủy viên,他是委员会的成员。,Anh ấy là thành viên của ủy ban.
伪造,wěizào,Làm giả,他被指控伪造文件。,Anh ấy bị cáo buộc làm giả tài liệu.
畏惧,wèijù,Sợ hãi,他对未知的事物感到畏惧。,Anh ấy sợ những điều chưa biết.
胃口,wèikǒu,Khẩu vị,他没有胃口吃饭。,Anh ấy không có cảm giác thèm ăn.
未免,wèimiǎn,"Quả là, hơi bị",这件事未免有些夸张。,Việc này hơi phóng đại.
慰问,wèiwèn,Thăm hỏi,我们向灾区人民表示慰问。,Chúng tôi gửi lời thăm hỏi đến người dân vùng thiên tai.
卫星,wèixīng,Vệ tinh,他们正在发射卫星。,Họ đang phóng vệ tinh.
位于,wèiyú,Nằm ở,公司位于市中心。,Công ty nằm ở trung tâm thành phố.
温带,wēndài,Vùng ôn đới,这个地区属于温带气候。,Khu vực này thuộc khí hậu ôn đới.
温和,wēnhé,Ôn hòa,他性格温和，很容易相处。,"Anh ấy có tính cách hiền hòa, rất dễ gần."
文凭,wénpíng,Văn bằng,他有博士文凭。,Anh ấy có bằng tiến sĩ.
文物,wénwù,Văn vật,博物馆里展示了很多文物。,Bảo tàng trưng bày rất nhiều hiện vật.
文献,wénxiàn,Tư liệu,这篇文章有很高的学术价值。,Bài viết này có giá trị học thuật cao.
文雅,wényǎ,Văn nhã,他的行为很文雅。,Hành động của anh ấy rất nhã nhặn.
文艺,wényì,Văn nghệ,这个文艺活动很受欢迎。,Hoạt động nghệ thuật này rất được ưa chuộng.
问世,wènshì,Ra đời,新书问世了。,Quyển sách mới đã ra mắt.
窝,wō,"Tổ, ổ",小猫在窝里睡觉。,Con mèo nhỏ đang ngủ trong ổ.
乌黑,wūhēi,Đen như mực,她有一头乌黑的长发。,Cô ấy có mái tóc dài đen tuyền.
污蔑,wūmiè,Vu khống,他被人污蔑了。,Anh ấy đã bị vu khống.
诬陷,wūxiàn,Vu cáo,他被同事诬陷了。,Anh ấy bị đồng nghiệp hãm hại.
无比,wúbǐ,Vô cùng,我无比高兴。,Tôi vô cùng vui mừng.
无偿,wúcháng,Không bồi thường,这项服务是无偿的。,Dịch vụ này là miễn phí.
无耻,wúchǐ,Vô liêm sỉ,他的行为真无耻。,Hành vi của anh ấy thật vô liêm sỉ.
无从,wúcóng,Không thể nào,我对此无从下手。,Tôi không biết bắt đầu từ đâu với việc này.
无动于衷,wúdòngyúzhōng,Không chút động lòng,他对这件事无动于衷。,Anh ấy thờ ơ với việc này.
无非,wúfēi,"Chỉ là, chẳng qua là",这无非是个误会。,Đây chẳng qua chỉ là một sự hiểu lầm.
无精打采,wújīng dǎcǎi,Không có sức sống,他今天无精打采的。,Hôm nay anh ấy không có chút sức sống nào.
无可奉告,wúkě fènggào,Không có gì để nói,我无可奉告。,Tôi không có gì để nói.
无可奈何,wúkě nàihé,Không còn cách nào khác,他们感到无可奈何。,Họ cảm thấy bất lực.
无赖,wúlài,Vô lại,他是个无赖。,Anh ấy là một kẻ vô lại.
无理取闹,wúlǐ qǔnào,Gây sự vô lý,他无理取闹。,Anh ấy gây rối vô lý.
无能为力,wúnéng wéilì,Bất lực,我对此无能为力。,Tôi không thể làm gì về việc này.
无穷无尽,wúqióng wújìn,Vô cùng vô tận,这本书的内容无穷无尽。,Nội dung của cuốn sách này vô tận.
无微不至,wúwēi bùzhì,"Tận tình, chu đáo",她对他无微不至地关怀。,Cô ấy chăm sóc anh ấy từng chút một.
无忧无虑,wúyōu wúlǜ,Vô lo vô nghĩ,小孩子应该无忧无虑地成长。,Trẻ con nên lớn lên mà không phải lo lắng gì.
无知,wúzhī,Vô tri,他的无知让人吃惊。,Sự thiếu hiểu biết của anh ấy làm người ta ngạc nhiên.
舞蹈,wǔdǎo,Vũ đạo,她跳舞跳得很好。,Cô ấy nhảy rất đẹp.
侮辱,wǔrǔ,Sỉ nhục,他说的话侮辱了我。,Những lời anh ấy nói đã xúc phạm tôi.
武侠,wǔxiá,Võ hiệp,他喜欢看武侠小说。,Anh ấy thích đọc tiểu thuyết võ hiệp.
武装,wǔzhuāng,Trang bị vũ khí,士兵们武装起来。,Các binh sĩ đã trang bị vũ khí.
勿,wù,"Đừng, chớ",请勿吸烟。,Vui lòng không hút thuốc.
务必,wùbì,Nhất thiết phải,务必按时到达。,Nhất định phải đến đúng giờ.
误差,wùchā,Sai số,这只是个小误差。,Đây chỉ là một sai lệch nhỏ.
误解,wùjiě,Hiểu lầm,我们之间有误解。,Giữa chúng tôi có sự hiểu lầm.
物美价廉,wùměi jiàlián,Hàng tốt giá rẻ,这些商品物美价廉。,Những sản phẩm này vừa tốt vừa rẻ.
务实,wùshí,Thực tế,他是个务实的人。,Anh ấy là một người thực tế.
物资,wùzī,Vật tư,他们需要更多的物资。,Họ cần thêm vật tư.
溪,xī,Suối,小溪的水很清澈。,Nước của dòng suối rất trong.
膝盖,xīgài,Đầu gối,我的膝盖受伤了。,Đầu gối của tôi bị thương rồi.
熄灭,xīmiè,Tắt,火熄灭了。,Lửa đã tắt.
吸取,xīqǔ,Hấp thu,我从这本书中吸取了很多知识。,Tôi đã học được rất nhiều kiến thức từ cuốn sách này.
昔日,xīrì,Ngày xưa,他昔日是个大人物。,Ngày trước anh ấy là một người quan trọng.
牺牲,xīshēng,Hy sinh,他为国家牺牲了。,Anh ấy đã hy sinh vì đất nước.
夕阳,xīyáng,Hoàng hôn,我喜欢看夕阳。,Tôi thích ngắm hoàng hôn.
媳妇,xífù,Con dâu,她是我的媳妇。,Cô ấy là con dâu của tôi.
袭击,xíjī,Tập kích,敌人突然袭击了我们。,Kẻ địch bất ngờ tấn công chúng tôi.
习俗,xísú,Tập tục,每个国家都有自己的习俗。,Mỗi quốc gia đều có phong tục riêng.
喜闻乐见,xǐwén lèjiàn,"Yêu thích, ưa chuộng",这部电影让人喜闻乐见。,Bộ phim này được mọi người yêu thích.
喜悦,xǐyuè,Vui vẻ,这个消息让他非常喜悦。,Tin tức này làm anh ấy rất vui.
细胞,xìbāo,Tế bào,细胞是生物的基本单位。,Tế bào là đơn vị cơ bản của sinh vật.
细菌,xìjūn,Vi khuẩn,细菌会引起疾病。,Vi khuẩn có thể gây ra bệnh tật.
系列,xìliè,"Loạt, chuỗi",这是一系列的活动。,Đây là một loạt các hoạt động.
细致,xìzhì,Tỉ mỉ,这个工作需要非常细致。,Công việc này cần phải rất tỉ mỉ.
霞,xiá,"Ráng, hoàng hôn",傍晚的天空满是霞光。,Trời chiều đầy ánh hoàng hôn.
狭隘,xiá'ài,Hẹp hòi,他思想很狭隘。,Suy nghĩ của anh ấy rất hẹp hòi.
峡谷,xiágǔ,Hẻm núi,我们去探险峡谷。,Chúng tôi đi thám hiểm hẻm núi.
狭窄,xiázhǎi,Hẹp,这条路很狭窄。,Con đường này rất hẹp.
夏令营,xiàlìngyíng,Trại hè,夏令营活动丰富多彩。,Hoạt động trại hè rất phong phú và đa dạng.
下属,xiàshǔ,Cấp dưới,他是我的下属。,Anh ấy là cấp dưới của tôi.
先进,xiānjìn,Tiên tiến,这是一项先进的技术。,Đây là một công nghệ tiên tiến.
鲜明,xiānmíng,"Rõ ràng, sắc nét",他的观点很鲜明。,Quan điểm của anh ấy rất rõ ràng.
掀起,xiānqǐ,"Khởi động, bắt đầu",他掀起了一场革命。,Anh ấy đã khởi xướng một cuộc cách mạng.
先前,xiānqián,Trước kia,先前的计划需要修改。,Kế hoạch trước đây cần được chỉnh sửa.
纤维,xiānwéi,Sợi,蔬菜中含有丰富的纤维。,Rau chứa nhiều chất xơ.
弦,xián,Dây đàn,吉他有六根弦。,Đàn guitar có sáu dây.
嫌,xián,Ghét,我对他的行为感到很嫌。,Tôi cảm thấy rất ghét hành vi của anh ấy.
闲话,xiánhuà,"Lời đồn, chuyện tào lao",闲话少说，开始工作吧。,"Đừng nói nhiều, bắt đầu làm việc đi."
贤惠,xiánhuì,"Hiền lành, đức hạnh",她是个贤惠的妻子。,Cô ấy là một người vợ hiền lành.
衔接,xiánjiē,Nối tiếp,这两段代码需要衔接。,Hai đoạn mã này cần được kết nối.
嫌疑,xiányí,Nghi ngờ,他有嫌疑。,Anh ấy có nghi ngờ.
显著,xiǎnzhù,Rõ rệt,这个词语在文章中显得很显著。,Từ này nổi bật trong bài viết.
现场,xiànchǎng,Hiện trường,这个地方是事故现场。,Đây là hiện trường của vụ tai nạn.
现成,xiànchéng,Có sẵn,这个方案已经现成了。,Kế hoạch này đã sẵn sàng.
宪法,xiànfǎ,Hiến pháp,我们必须遵守宪法。,Chúng ta phải tuân thủ hiến pháp.
陷害,xiànhài,Hãm hại,他被人陷害了。,Anh ấy đã bị người khác hãm hại.
馅儿,xiànr,Nhân (bánh),我喜欢吃馅儿饼。,Tôi thích ăn bánh nhân.
陷入,xiànrù,Rơi vào,她陷入了困境。,Cô ấy rơi vào hoàn cảnh khó khăn.
线索,xiànsuǒ,Manh mối,我们找到了一些线索。,Chúng tôi đã tìm thấy một số manh mối.
现状,xiànzhuàng,Tình hình hiện tại,我们需要了解现状。,Chúng tôi cần hiểu rõ tình hình hiện tại.
相差,xiāngchà,Chênh lệch,他们之间的相差很大。,Giữa họ có sự chênh lệch rất lớn.
相等,xiāngděng,Tương đương,他们两个人相等。,Hai người họ ngang nhau.
相辅相成,xiāngfǔ xiāngchéng,Bổ trợ lẫn nhau,理论和实践应该相辅相成。,Lý thuyết và thực hành nên bổ trợ cho nhau.
镶嵌,xiāngqiàn,Khảm nạm,墙上镶嵌着美丽的瓷砖。,Trên tường có gắn những viên gạch men đẹp.
相应,xiāngyìng,Tương ứng,我们需要采取相应的措施。,Chúng ta cần áp dụng các biện pháp tương ứng.
乡镇,xiāngzhèn,Thị trấn,他来自一个小乡镇。,Anh ấy đến từ một thị trấn nhỏ.
想方设法,xiǎngfāng shèfǎ,Tìm mọi cách,我们需要想方设法解决问题。,Chúng ta cần tìm mọi cách để giải quyết vấn đề.
响亮,xiǎngliàng,Vang dội,他的声音很响亮。,Giọng của anh ấy rất to và rõ.
响应,xiǎngyìng,Ứng đáp,我们要积极响应号召。,Chúng ta phải tích cực hưởng ứng lời kêu gọi.
巷,xiàng,Hẻm,这条巷子很窄。,Con hẻm này rất hẹp.
项,xiàng,Hạng mục,这个项链很漂亮。,Chiếc vòng cổ này rất đẹp.
向导,xiàngdǎo,Hướng dẫn viên,他是我们的向导。,Anh ấy là người hướng dẫn của chúng tôi.
向来,xiànglái,Từ trước đến nay,他向来很守时。,Anh ấy luôn luôn đúng giờ.
向往,xiàngwǎng,"Hướng về, khao khát",她向往自由的生活。,Cô ấy mong ước một cuộc sống tự do.
消除,xiāochú,Loại bỏ,我们需要消除误解。,Chúng ta cần xóa bỏ hiểu lầm.
消毒,xiāodú,Khử trùng,他在消毒伤口。,Anh ấy đang khử trùng vết thương.
消防,xiāofáng,Phòng cháy chữa cháy,他们在进行消防演习。,Họ đang tiến hành diễn tập cứu hỏa.
消耗,xiāohào,Tiêu hao,这个机器消耗很多电。,Cái máy này tiêu thụ rất nhiều điện.
销毁,xiāohuǐ,Tiêu hủy,这份文件已经被销毁了。,Tài liệu này đã bị hủy.
消极,xiāojí,Tiêu cực,他对生活感到消极。,Anh ấy cảm thấy tiêu cực về cuộc sống.
小气,xiǎoqì,Keo kiệt,他很小气，从不请客。,"Anh ấy rất keo kiệt, chưa bao giờ mời ai."
小心翼翼,xiǎoxīn yìyì,Cẩn thận từng chút,她做事总是小心翼翼。,Cô ấy luôn làm việc rất cẩn thận.
孝顺,xiàoshùn,Hiếu thảo,孝顺是中华民族的传统美德。,Hiếu thảo là đức tính truyền thống của dân tộc Trung Hoa.
肖像,xiàoxiàng,Chân dung,这是一幅肖像画。,Đây là một bức tranh chân dung.
效益,xiàoyì,Hiệu quả và lợi ích,这个项目的效益很好。,Hiệu quả của dự án này rất tốt.
携带,xiédài,Mang theo,请随身携带护照。,Vui lòng mang theo hộ chiếu.
协会,xiéhuì,Hiệp hội,他是这个协会的成员。,Anh ấy là thành viên của hiệp hội này.
协商,xiéshāng,Hiệp thương,我们需要协商解决这个问题。,Chúng ta cần thỏa thuận để giải quyết vấn đề này.
协议,xiéyì,Thỏa thuận,双方签署了协议。,Hai bên đã ký kết thỏa thuận.
协助,xiézhù,Hỗ trợ,他协助我们完成了任务。,Anh ấy đã giúp đỡ chúng tôi hoàn thành nhiệm vụ.
写作,xiězuò,Viết văn,她喜欢写作。,Cô ấy thích viết lách.
屑,xiè,Mảnh vụn,这点小事不值一提，真是鸡毛蒜皮的屑事。,"Chuyện nhỏ này không đáng nhắc tới, thực sự chỉ là chuyện vặt vãnh."
谢绝,xièjué,Từ chối,谢绝推销。,Từ chối tiếp thị.
泄露,xièlòu,Rò rỉ,请不要泄露秘密。,Xin đừng tiết lộ bí mật.
泄气,xièqì,Mất tinh thần,他遇到困难时不泄气。,Anh ấy không nản chí khi gặp khó khăn.
新陈代谢,xīnchéndàixiè,Sự trao đổi chất,新陈代谢对健康很重要。,Quá trình trao đổi chất rất quan trọng đối với sức khỏe.
心得,xīndé,Điều tâm đắc,我写了一篇关于教学心得的文章。,Tôi đã viết một bài về kinh nghiệm giảng dạy.
新郎,xīnláng,Chú rể,新郎和新娘站在一起。,Chú rể và cô dâu đứng cạnh nhau.
心灵,xīnlíng,Tâm hồn,他的心灵非常纯洁。,Tâm hồn của anh ấy rất thuần khiết.
新娘,xīnniáng,Cô dâu,新娘穿着美丽的婚纱。,Cô dâu mặc chiếc váy cưới đẹp
辛勤,xīnqín,Chăm chỉ,辛勤劳动换来好收成。,Lao động chăm chỉ đem lại thu hoạch tốt.
薪水,xīnshuǐ,Lương,公司每月发放薪水。,Công ty phát lương hàng tháng.
心态,xīntài,Tâm lý,保持积极的心态很重要。,Giữ thái độ tích cực rất quan trọng.
心疼,xīnténg,Thương xót,看到孩子受伤，他心疼不已。,"Nhìn thấy con bị thương, anh ấy đau lòng không ngừng."
欣慰,xīnwèi,Vui mừng và an ủi,他对此结果感到欣慰。,Anh ấy cảm thấy hài lòng với kết quả này.
欣欣向荣,xīnxīn xiàngróng,"Thịnh vượng, phát triển mạnh",社会经济欣欣向荣。,Nền kinh tế xã hội phát triển mạnh mẽ.
心血,xīnxuè,Tâm huyết,他为这个项目投入了很多心血。,Anh ấy đã đổ nhiều tâm huyết vào dự án này.
心眼儿,xīnyǎnr,"Tâm ý, tấm lòng",他心眼儿好，总是帮助别人。,"Anh ấy tốt bụng, luôn giúp đỡ người khác."
新颖,xīnyǐng,Mới mẻ,这件设计非常新颖。,Thiết kế này rất mới mẻ.
信赖,xìnlài,Tin cậy,我非常信赖他的能力。,Tôi rất tin tưởng vào khả năng của anh ấy.
信念,xìnniàn,Niềm tin,信念是人生的支柱。,Niềm tin là trụ cột của cuộc sống.
信仰,xìnyǎng,Tín ngưỡng,他信仰基督教。,Anh ấy theo đạo Thiên Chúa.
信誉,xìnyù,Uy tín,这个品牌的信誉很好。,Uy tín của thương hiệu này rất tốt.
腥,xīng,Tanh,鱼的腥味很重。,Mùi tanh của cá rất nặng.
兴高采烈,xìnggāo cǎiliè,Phấn khởi,孩子们兴高采烈地玩耍。,Lũ trẻ chơi đùa vui vẻ.
兴隆,xīnglóng,Thịnh vượng,这个市场非常兴隆。,Chợ này rất phồn thịnh.
兴旺,xīngwàng,Phát đạt,他经营的生意非常兴旺。,Việc kinh doanh của anh ấy rất thịnh vượng.
刑事,xíngshì,Hình sự,他因刑事犯罪被判刑。,Anh ấy bị kết án vì tội hình sự.
形态,xíngtài,Hình thái,这种植物有独特的形态。,Loại cây này có hình thái độc đáo.
行政,xíngzhèng,Hành chính,他在行政部门工作。,Anh ấy làm việc trong bộ phận hành chính.
性感,xìnggǎn,Gợi cảm,这位明星很性感。,Ngôi sao này rất quyến rũ.
幸好,xìnghǎo,May thay,幸好他及时赶到。,May mắn là anh ấy đã đến kịp thời.
性命,xìngmìng,Tính mạng,他的性命得到了挽救。,Mạng sống của anh ấy đã được cứu.
性能,xìngnéng,Tính năng,这台机器的性能很好。,Hiệu suất của máy này rất tốt.
性情,xìngqíng,Tính tình,他的性情很温和。,Tính cách của anh ấy rất hiền lành.
兴致勃勃,xìngzhì bóbó,"Hăng hái, say mê",他对这个活动兴致勃勃。,Anh ấy rất hào hứng với hoạt động này.
凶恶,xiōng'è,Hung ác,他的眼神很凶恶。,Ánh mắt của anh ấy rất dữ tợn.
胸怀,xiōnghuái,"Lòng dạ, tâm hồn",他有宽广的胸怀。,Anh ấy có tấm lòng rộng rãi.
凶手,xiōngshǒu,Hung thủ,警察抓住了凶手。,Cảnh sát đã bắt được kẻ giết người.
胸膛,xiōngtáng,Ngực,他挺起了胸膛。,Anh ấy ưỡn ngực lên.
